1	https://fr.wikipedia.org/wiki/Robot		Not Ok	charset=UTF-8
2	https://fr.wikipedia.org/wiki/Robot_de_cuisine		Not Ok	charset=UTF-8
3	fr.wikipedia.org/wiki/Robot_d%27indexation	301	Not Ok	
4	https://fr.wikipedia.org/wiki/Bot_informatique		Not Ok	charset=UTF-8
5	https://fr.wikipedia.org/wiki/Robot_(Leonard_de_Vinci)		Not Ok	charset=UTF-8
6	https://roboty.magistry.fr	502	Not Ok	
